Volcano Name,Eruption Type,Start Date,Max. VEI
Ubinas,Confirmed Eruption,1830,2
Guagua Pichincha,Confirmed Eruption,1830,2
Pacaya,Uncertain Eruption,1830,--
Io-Torishima,Confirmed Eruption,1829 Dec 1,1
Tengger Caldera,Confirmed Eruption,1829 Nov 5,2
Maipo,Confirmed Eruption,1829 Sep 26,2
Klyuchevskoy,Confirmed Eruption,1829 Sep 9,4
"Ruiz, Nevado del",Confirmed Eruption,1829 Jun 18,2
Asosan,Confirmed Eruption,1829 Jun,2
Tangkuban Parahu,Confirmed Eruption,1829 Apr 1,2
Lokon-Empung,Confirmed Eruption,1829 Mar,2
Semeru,Confirmed Eruption,1829 Feb,2
Lamongan,Confirmed Eruption,1829 Jan,2
Guntur,Confirmed Eruption,1829,2
Sorikmarapi,Confirmed Eruption,1829,2
Tanaga,Confirmed Eruption,1829,--
Korovin,Uncertain Eruption,1829,--
Great Sitkin,Uncertain Eruption,1829,--
Kanaga,Uncertain Eruption,1829,--
Fuego,Confirmed Eruption,1829,2
Tupungatito,Confirmed Eruption,1829,2
Deception Island,Discredited Eruption,1829,--
Antuco,Confirmed Eruption,1828 Dec 18,2
Merapi,Confirmed Eruption,1828 Dec 18,2
Galeras,Confirmed Eruption,1828 Oct 24,3
"Ruiz, Nevado del",Confirmed Eruption,1828 Jun,2
Asosan,Confirmed Eruption,1828 Jun,2
Gorely,Confirmed Eruption,1828 Jun,3
Guntur,Confirmed Eruption,1828 May 14,2
Karthala,Confirmed Eruption,1828 May,2
Avachinsky,Confirmed Eruption,1828 Apr 17,2
Matthew Island,Uncertain Eruption,1828 Jan,--
Adwa,Uncertain Eruption,1828,2
Great Sitkin,Uncertain Eruption,1828,--
Kasatochi,Uncertain Eruption,1828,--
Gareloi,Uncertain Eruption,1828,2
Little Sitkin,Confirmed Eruption,1828,--
Carlisle,Confirmed Eruption,1828,--
Akutan,Uncertain Eruption,1828,--
Poas,Confirmed Eruption,1828,1
Purace,Confirmed Eruption,1827 Nov 18,2
Asosan,Confirmed Eruption,1827 Nov 12,2
Atitlan,Confirmed Eruption,1827 Sep 1,3
Avachinsky,Confirmed Eruption,1827 Jun 27,4
Mayon,Confirmed Eruption,1827 Jun 27,2
Guntur,Confirmed Eruption,1827 May 13,2
Asosan,Confirmed Eruption,1827 May,2
Atitlan,Confirmed Eruption,1827 Mar 27,2
Popocatepetl,Uncertain Eruption,1827,1
Westdahl,Confirmed Eruption,1827,2
Shishaldin,Confirmed Eruption,1827,2
Seguam,Uncertain Eruption,1827,--
Makushin,Uncertain Eruption,1827,2
Kasatochi,Uncertain Eruption,1827,--
Kanaga,Uncertain Eruption,1827,--
Izu-Oshima,Uncertain Eruption,1827,--
Opala,Uncertain Eruption,1827,--
Camiguin,Confirmed Eruption,1827,2
Deception Island,Confirmed Eruption,1827,--
Whakaari/White Island,Confirmed Eruption,1826 Dec 1,2
Atitlan,Confirmed Eruption,1826 Nov,2
Fisher,Confirmed Eruption,1826 Oct 11,3
Tangkuban Parahu,Confirmed Eruption,1826 Oct 11,2
Dieng Volcanic Complex,Confirmed Eruption,1826 Oct 11,2
Kelut,Confirmed Eruption,1826 Oct 11,4
Asosan,Confirmed Eruption,1826 Oct 3,2
"Misti, El",Uncertain Eruption,1826 Aug,1
Makushin,Confirmed Eruption,1826 Jun,3
"Tolima, Nevado del",Confirmed Eruption,1826 May,2
Maipo,Confirmed Eruption,1826 Mar 1,2
Ubinas,Uncertain Eruption,1826,--
"Ruiz, Nevado del",Uncertain Eruption,1826,2
Irazu,Uncertain Eruption,1826,--
Fuego,Confirmed Eruption,1826,2
Shishaldin,Confirmed Eruption,1826,0
Lamongan,Confirmed Eruption,1826,2
Villarrica,Confirmed Eruption,1826,2
Tengger Caldera,Confirmed Eruption,1825 Nov 5,2
Slamet,Confirmed Eruption,1825 Oct,2
Macauley,Uncertain Eruption,1825 Sep 6,0
Guntur,Confirmed Eruption,1825 Jun 14,2
Isanotski,Uncertain Eruption,1825 Mar 10,4
"Tolima, Nevado del",Confirmed Eruption,1825 Mar 2,2
Fernandina,Confirmed Eruption,1825 Feb 14,3
Izalco,Confirmed Eruption,1825,2
Guallatiri,Confirmed Eruption,1825,2
Pavlof,Confirmed Eruption,1825,2
Shishaldin,Confirmed Eruption,1825,2
Rainier,Discredited Eruption,1825,--
Prevo Peak,Confirmed Eruption,1825,2
Pagan,Confirmed Eruption,1825,2
Dieng Volcanic Complex,Confirmed Eruption,1825,2
Kelut,Confirmed Eruption,1825,2
Karangetang,Confirmed Eruption,1825,2
Banda Api,Confirmed Eruption,1825,1
Taal,Confirmed Eruption,1825,2
Balbi,Uncertain Eruption,1825,--
Cameroon,Confirmed Eruption,1825,2
"Fournaise, Piton de la",Confirmed Eruption,1824 Dec,0
Lanzarote,Confirmed Eruption,1824 Jul 31,2
Vesuvius,Confirmed Eruption,1824 Jul 2,3
Banda Api,Confirmed Eruption,1824 Apr 22,2
"Fournaise, Piton de la",Confirmed Eruption,1824 Feb,0
Lamongan,Confirmed Eruption,1824 Jan 1,2
Zubair Group,Confirmed Eruption,1824,2
Shishaldin,Confirmed Eruption,1824,3
Okmok,Confirmed Eruption,1824,--
Yunaska,Confirmed Eruption,1824,3
Kilauea,Confirmed Eruption,1823 Aug,0
Katla,Confirmed Eruption,1823 Jun 26,3
Galeras,Confirmed Eruption,1823 Jun 17,2
Thordarhyrna,Confirmed Eruption,1823 Feb 4,2
Kilauea,Confirmed Eruption,1823 Feb,0
Almolonga,Discredited Eruption,1823,--
Zheltovsky,Uncertain Eruption,1823,--
Iwatesan,Discredited Eruption,1823,--
Bristol Island,Confirmed Eruption,1823,2
Zavodovski,Uncertain Eruption,1823,1
Candlemas Island,Confirmed Eruption,1823,2
Saunders,Uncertain Eruption,1823,2
Fremrinamar,Discredited Eruption,1823,--
Irazu,Confirmed Eruption,1823,2
Tengger Caldera,Confirmed Eruption,1822 Dec 28,2
Merapi,Confirmed Eruption,1822 Dec 27,3
San Jose,Confirmed Eruption,1822 Nov 19,2
Villarrica,Confirmed Eruption,1822 Nov 19,2
"Tolima, Nevado del",Confirmed Eruption,1822 Nov,2
Galunggung,Confirmed Eruption,1822 Oct 8,5
Marapi,Confirmed Eruption,1822 Jul 23,2
Irazu,Confirmed Eruption,1822 May 7,2
Zaozan [Zaosan],Confirmed Eruption,1822 May 1,--
Toya,Confirmed Eruption,1822 Mar 12,4
Kirishimayama,Confirmed Eruption,1822 Jan 12,2
Vulcano,Uncertain Eruption,1822,2
Izu-Oshima,Confirmed Eruption,1822,2
Maipo,Uncertain Eruption,1822,--
Tromen Volcanic Plateau,Confirmed Eruption,1822,--
Llaima,Confirmed Eruption,1822,2
Karthala,Confirmed Eruption,1821 Dec 31,--
Eyjafjallajokull,Confirmed Eruption,1821 Dec 19,2
Lamongan,Confirmed Eruption,1821 Dec 15,2
Gamalama,Uncertain Eruption,1821 Aug 22,1
Chokaisan,Confirmed Eruption,1821 May 23,2
Irazu,Uncertain Eruption,1821 May,2
Sangeang Api,Confirmed Eruption,1821 Mar 23,2
Agung,Uncertain Eruption,1821 Mar 16,2
Batur,Confirmed Eruption,1821 Mar 16,2
"Fournaise, Piton de la",Confirmed Eruption,1821 Feb 27,2
Zaozan [Zaosan],Confirmed Eruption,1821 Jan 27,2
Izu-Oshima,Confirmed Eruption,1821,3
Gorely,Uncertain Eruption,1821,--
Tajumulco,Uncertain Eruption,1821,2
Tangkoko-Duasudara,Confirmed Eruption,1821,0
Etna,Confirmed Eruption,1820 Dec,2
Fueguino,Confirmed Eruption,1820 Nov 25,2
Banda Api,Confirmed Eruption,1820 Jun 11,2
"Fournaise, Piton de la",Confirmed Eruption,1820 Jan,2
Fentale,Confirmed Eruption,1820,0
Kone,Confirmed Eruption,1820,1
Ambrym,Confirmed Eruption,1820,--
Cabalían,Confirmed Eruption,1820,--
Tengger Caldera,Confirmed Eruption,1820,2
Southern EPR-Segment J,Confirmed Eruption,1820,0
Kilauea,Confirmed Eruption,1820,2
Baker,Confirmed Eruption,1820,2
Westdahl,Confirmed Eruption,1820,2
Kuttara,Confirmed Eruption,1820,1
Antuco,Confirmed Eruption,1820,1
Saunders,Confirmed Eruption,1819 Dec 29,2
Zavodovski,Confirmed Eruption,1819 Dec,2
Tambora,Confirmed Eruption,1819 Aug,2
San Miguel,Confirmed Eruption,1819 Jul 18,2
Etna,Confirmed Eruption,1819 May 27,2
Fernandina,Confirmed Eruption,1819 May 15,2
Lewotolok,Confirmed Eruption,1819,2
Riendengan-Sempu,Uncertain Eruption,1819,--
Soputan,Confirmed Eruption,1819,2
Guguan,Discredited Eruption,1819,--
Asuncion,Discredited Eruption,1819,--
Klyuchevskoy,Confirmed Eruption,1819,2
Wrangell,Uncertain Eruption,1819,2
Redoubt,Uncertain Eruption,1819,--
Colima,Confirmed Eruption,1819,1
Semeru,Confirmed Eruption,1818 Nov 8,2
Guntur,Confirmed Eruption,1818 Oct 21,2
Lamongan,Confirmed Eruption,1818 Oct 8,2
Jan Mayen,Confirmed Eruption,1818 Apr,3
Colima,Confirmed Eruption,1818 Feb 15,4
Almolonga,Confirmed Eruption,1818 Jan 16,2
Makushin,Uncertain Eruption,1818,--
Sundoro,Confirmed Eruption,1818,2
Dempo,Confirmed Eruption,1817 Dec 31,2
Okmok,Confirmed Eruption,1817 Mar 1,3
Raung,Confirmed Eruption,1817 Jan 16,4
Ijen,Confirmed Eruption,1817 Jan 15,2
"Fournaise, Piton de la",Confirmed Eruption,1817 Jan,0
Lamongan,Confirmed Eruption,1817,2
Yunaska,Uncertain Eruption,1817,--
Vsevidof,Confirmed Eruption,1817,3
Pavlof,Confirmed Eruption,1817,2
Fernandina,Confirmed Eruption,1817,2
Izalco,Confirmed Eruption,1817,2
"Negra, Sierra",Confirmed Eruption,1817,--
Fogo,Confirmed Eruption,1816 Dec 31,--
"Fournaise, Piton de la",Confirmed Eruption,1816 Dec 15,0
Romanche Fracture Zone,Uncertain Eruption,1816 Dec 8,0
Banda Api,Confirmed Eruption,1816 Oct 11,2
Guntur,Confirmed Eruption,1816 Sep 21,2
Asosan,Confirmed Eruption,1816 Jun 9,2
Grimsvotn,Confirmed Eruption,1816 May,2
Etna,Uncertain Eruption,1816 Mar 6,0
Purace,Confirmed Eruption,1816,--
Raung,Confirmed Eruption,1815 Dec 31,2
Guntur,Confirmed Eruption,1815 Aug 15,2
"Fournaise, Piton de la",Confirmed Eruption,1815 Aug 15,2
Tengger Caldera,Confirmed Eruption,1815 Apr 5,2
Asamayama,Confirmed Eruption,1815 Feb 28,3
Asosan,Confirmed Eruption,1815 Feb 10,2
"Fournaise, Piton de la",Confirmed Eruption,1815 Jan 21,2
Gamalama,Discredited Eruption,1815,--
Villarrica,Confirmed Eruption,1815,1
Karthala,Confirmed Eruption,1814 Dec 31,--
Gamalama,Confirmed Eruption,1814 Nov 27,2
"Fournaise, Piton de la",Confirmed Eruption,1814 Sep 10,2
Fernandina,Confirmed Eruption,1814 Jul,2
Raoul Island,Confirmed Eruption,1814 Mar 9,3
Mayon,Confirmed Eruption,1814 Feb 1,4
Soufriere St. Vincent,Confirmed Eruption,1814 Jan 9,1
Asosan,Confirmed Eruption,1814,2
Niuafo'ou,Confirmed Eruption,1814,2
Ugashik-Peulik,Confirmed Eruption,1814,3
"Fournaise, Piton de la",Confirmed Eruption,1813 Sep 26,2
Fernandina,Confirmed Eruption,1813 Jul 14,2
"Negra, Sierra",Confirmed Eruption,1813 Jul 13,2
Darwin,Confirmed Eruption,1813 Jun 6,2
Klyuchevskoy,Confirmed Eruption,1813 Feb,2
Adatarayama,Uncertain Eruption,1813 Jan 10,1
Suwanosejima,Confirmed Eruption,1813,4
Gamalama,Confirmed Eruption,1812 Sep 7,2
Etorofu-Atosanupuri [Atosanupuri],Confirmed Eruption,1812 Sep 5,1
Klyuchevskoy,Confirmed Eruption,1812 Sep,2
Awu,Confirmed Eruption,1812 Aug 6,4
"Fournaise, Piton de la",Confirmed Eruption,1812 Aug 5,2
Chachadake [Tiatia],Confirmed Eruption,1812 Aug,2
Soufriere St. Vincent,Confirmed Eruption,1812 Apr 27,4
Soufriere Guadeloupe,Confirmed Eruption,1812 Apr,1
Berutarubesan [Berutarube],Uncertain Eruption,1812,1
Atka,Confirmed Eruption,1812,3
Augustine,Confirmed Eruption,1812,3
Vulcano,Uncertain Eruption,1812,1
Merapi,Confirmed Eruption,1812,1
Raung,Confirmed Eruption,1812,2
Tambora,Confirmed Eruption,1812,7
Etna,Confirmed Eruption,1811 Oct 27,2
Mayon,Uncertain Eruption,1811 Oct 5,2
Sete Cidades,Confirmed Eruption,1811 Jun 14,3
Chirpoi,Confirmed Eruption,1811 Jun 11,2
Kelut,Confirmed Eruption,1811 Jun 5,2
Gamalama,Confirmed Eruption,1811 Feb 1,2
Sete Cidades,Confirmed Eruption,1811 Feb 1,2
Miyakejima,Confirmed Eruption,1811 Jan 27,2
San Miguel,Uncertain Eruption,1811,2
"Fournaise, Piton de la",Confirmed Eruption,1810 Nov 20,2
"Yar, Jabal",Confirmed Eruption,1810,2
Victory,Uncertain Eruption,1810,2
Merapi,Confirmed Eruption,1810,1
Putana,Confirmed Eruption,1810,--
"Fournaise, Piton de la",Confirmed Eruption,1809 Jul 17,2
Zaozan [Zaosan],Confirmed Eruption,1809 Jun 12,2
Guntur,Confirmed Eruption,1809 May 9,2
Cosiguina,Uncertain Eruption,1809 Mar 28,2
Etna,Confirmed Eruption,1809 Mar 27,2
Lamongan,Confirmed Eruption,1808 Dec 8,2
Unknown Source,Confirmed Eruption,1808 Dec 4,6
Sao Jorge,Confirmed Eruption,1808 May 1,1
Taal,Confirmed Eruption,1808 Feb,2
Ruang,Confirmed Eruption,1808,2
Agung,Confirmed Eruption,1808,2
Karthala,Confirmed Eruption,1808,--
Bandaisan,Confirmed Eruption,1808,2
Akan,Confirmed Eruption,1808,--
Guntur,Confirmed Eruption,1807 Sep 1,2
Iwakisan,Uncertain Eruption,1807 Mar 31,2
"Fournaise, Piton de la",Confirmed Eruption,1807 Mar 23,2
Klyuchevskoy,Confirmed Eruption,1807 Feb 1,2
Cameroon,Confirmed Eruption,1807,3
Merapi,Confirmed Eruption,1807,1
Marapi,Confirmed Eruption,1807,2
Bardarbunga,Uncertain Eruption,1807,--
Zaozan [Zaosan],Confirmed Eruption,1806 Jul 12,2
Asosan,Confirmed Eruption,1806 Jun,2
Lamongan,Confirmed Eruption,1806 May,2
Antuco,Confirmed Eruption,1806 May,2
Villarrica,Confirmed Eruption,1806 Apr,2
San Salvador,Uncertain Eruption,1806,0
Sundoro,Confirmed Eruption,1806,2
Bogoslof,Confirmed Eruption,1806,2
Colima,Confirmed Eruption,1806,2
Ciremai,Confirmed Eruption,1805 Apr,2
"Ruiz, Nevado del",Confirmed Eruption,1805 Mar 14,2
Izalco,Confirmed Eruption,1805,2
Pacaya,Confirmed Eruption,1805,2
Okmok,Confirmed Eruption,1805,--
Kusatsu-Shiranesan,Confirmed Eruption,1805,2
Sarychev Peak,Confirmed Eruption,1805,--
Asosan,Confirmed Eruption,1804 Sep 5,2
Tengger Caldera,Confirmed Eruption,1804 Sep,2
Zaozan [Zaosan],Confirmed Eruption,1804 May,2
Shikotsu,Confirmed Eruption,1804,3
Maly Semyachik,Confirmed Eruption,1804,3
Colima,Confirmed Eruption,1804,2
Batur,Confirmed Eruption,1804,2
Raung,Confirmed Eruption,1804,2
Asamayama,Confirmed Eruption,1803 Nov 7,2
Barren Island,Confirmed Eruption,1803 Nov,2
Izu-Oshima,Confirmed Eruption,1803 Sep 26,2
Asamayama,Confirmed Eruption,1803 Jul 4,2
Guntur,Confirmed Eruption,1803 Apr 3,2
Cotopaxi,Confirmed Eruption,1803 Jan 4,3
Etna,Confirmed Eruption,1803 Jan 1,2
"Fournaise, Piton de la",Confirmed Eruption,1802 Dec,2
Etna,Confirmed Eruption,1802 Nov 15,2
Tutupaca,Confirmed Eruption,1802 Mar 20,4
Izalco,Confirmed Eruption,1802,2
Popocatepetl,Confirmed Eruption,1802,1
Makushin,Confirmed Eruption,1802,3
"Fournaise, Piton de la",Confirmed Eruption,1801 Oct 27,2
Tangkoko-Duasudara,Confirmed Eruption,1801,2
Antisana,Confirmed Eruption,1801,2
Chokaisan,Confirmed Eruption,1800 Dec,2
"Fournaise, Piton de la",Confirmed Eruption,1800 Nov 2,0
Mayon,Confirmed Eruption,1800 Oct 30,2
Wolf,Confirmed Eruption,1800 Aug 21,2
Sao Jorge,Confirmed Eruption,1800 Jun 24,2
Iwakisan,Uncertain Eruption,1800 May 11,2
St. Helens,Confirmed Eruption,1800 Jan 15,5
Iskut-Unuk River Cones,Confirmed Eruption,1800,--
Hualalai,Confirmed Eruption,1800,0
Sheveluch,Uncertain Eruption,1800,3
Azumayama,Confirmed Eruption,1800,--
Rausudake,Confirmed Eruption,1800,3
Pagan,Confirmed Eruption,1800,--
Guntur,Confirmed Eruption,1800,--
Kyejo,Confirmed Eruption,1800,2
Witori,Confirmed Eruption,1800,4
Taranaki,Confirmed Eruption,1800,--
Deception Island,Confirmed Eruption,1800,--
Ticsani,Confirmed Eruption,1800,--
Concepcion,Uncertain Eruption,1800,2
Fogo,Confirmed Eruption,1799 Jun 2,2
Aira,Confirmed Eruption,1799 Mar 27,2
Lamongan,Confirmed Eruption,1799,2
Fuego,Confirmed Eruption,1799,3
Unzendake,Uncertain Eruption,1798 Nov 13,--
Tenerife,Confirmed Eruption,1798 Jun 9,3
Izalco,Confirmed Eruption,1798 Apr,2
San Miguel,Uncertain Eruption,1798,2
Villarrica,Confirmed Eruption,1798,2
Soufriere Guadeloupe,Confirmed Eruption,1797 Sep 29,2
Wolf,Confirmed Eruption,1797 Aug,--
Quilotoa,Uncertain Eruption,1797 Feb 4,--
Reventador,Confirmed Eruption,1797 Jan,3
Askja,Confirmed Eruption,1797,0
Bardarbunga,Confirmed Eruption,1797,--
Aira,Confirmed Eruption,1797,2
Merbabu,Confirmed Eruption,1797,2
Merapi,Confirmed Eruption,1797,1
Hunter Island,Uncertain Eruption,1797,--
Tinakula,Confirmed Eruption,1797,1
"Fournaise, Piton de la",Confirmed Eruption,1797,0
San Martin,Uncertain Eruption,1797,2
Galeras,Confirmed Eruption,1796 Nov,2
Io-Torishima,Confirmed Eruption,1796 Oct,2
Grimsvotn,Discredited Eruption,1796 Jun,--
Bogoslof,Confirmed Eruption,1796 May,3
Zaozan [Zaosan],Confirmed Eruption,1796 Mar 24,2
Vesuvius,Confirmed Eruption,1796 Jan,3
Ijen,Confirmed Eruption,1796,2
Amak,Confirmed Eruption,1796,--
Westdahl,Confirmed Eruption,1796,0
Barren Island,Confirmed Eruption,1795 Dec 20,2
Colima,Confirmed Eruption,1795 Mar,2
Westdahl,Confirmed Eruption,1795,4
Fisher,Confirmed Eruption,1795,--
Isanotski,Uncertain Eruption,1795,3
"Fournaise, Piton de la",Confirmed Eruption,1795,--
Zaozan [Zaosan],Confirmed Eruption,1794 Sep 22,2
Colima,Confirmed Eruption,1794 Aug,2
Grimsvotn,Uncertain Eruption,1794 Jul 15,--
San Martin,Confirmed Eruption,1794 May,2
Iwakisan,Uncertain Eruption,1794 Apr 3,2
"Fournaise, Piton de la",Confirmed Eruption,1794 Jan,0
Aira,Confirmed Eruption,1794,2
Bardarbunga,Confirmed Eruption,1794,--
Ritter Island,Confirmed Eruption,1793 Jun 29,2
Hierro,Uncertain Eruption,1793 May,0
Iwakisan,Uncertain Eruption,1793 Apr 2,2
Izalco,Confirmed Eruption,1793 Mar 29,2
San Martin,Confirmed Eruption,1793 Mar 2,4
Iliamna,Uncertain Eruption,1793,--
Tolbachik,Confirmed Eruption,1793,2
Ebeko,Confirmed Eruption,1793,2
St. Paul,Confirmed Eruption,1793,2
Etna,Confirmed Eruption,1793,3
Raung,Confirmed Eruption,1793,2
"Fournaise, Piton de la",Confirmed Eruption,1792 Dec 19,0
Baker,Uncertain Eruption,1792 Jun,--
Great Sitkin,Confirmed Eruption,1792 May 26,--
Etna,Confirmed Eruption,1792 May 25,3
Etna,Confirmed Eruption,1792 Mar,2
Makushin,Uncertain Eruption,1792 Feb 14,--
Unzendake,Confirmed Eruption,1792 Feb 10,2
Pelee,Confirmed Eruption,1792 Jan 22,1
Calbuco,Confirmed Eruption,1792,--
Aira,Uncertain Eruption,1792,2
Tofua,Confirmed Eruption,1792,0
Semisopochnoi,Uncertain Eruption,1792,--
Gareloi,Confirmed Eruption,1792,2
Izu-Oshima,Confirmed Eruption,1792,2
Aira,Confirmed Eruption,1791 Sep 11,2
Klyuchevskoy,Confirmed Eruption,1791 Aug,2
Tanaga,Uncertain Eruption,1791 Jun 7,--
"Fournaise, Piton de la",Confirmed Eruption,1791 Jun 5,2
Rabaul,Confirmed Eruption,1791 May 22,2
Klyuchevskoy,Confirmed Eruption,1791 Apr,2
Etna,Confirmed Eruption,1791 Feb,2
Telica,Confirmed Eruption,1791 Jan 24,--
Fonualei,Confirmed Eruption,1791,2
Merapi,Confirmed Eruption,1791,2
Gareloi,Confirmed Eruption,1791,2
Kilauea,Confirmed Eruption,1790 Nov,4
Iwakisan,Confirmed Eruption,1790 Oct 9,2
Aira,Confirmed Eruption,1790 Jul 29,2
Makushin,Uncertain Eruption,1790 Jun 7,--
Vsevidof,Uncertain Eruption,1790 May 30,--
Osorno,Confirmed Eruption,1790 Mar 9,2
Villarrica,Confirmed Eruption,1790 Jan,1
Oshima-Oshima,Confirmed Eruption,1790 Jan,2
Chirpoi,Confirmed Eruption,1790,--
Alaid,Confirmed Eruption,1790,4
Pavlof,Confirmed Eruption,1790,2
Shishaldin,Uncertain Eruption,1790,--
Akutan,Uncertain Eruption,1790,--
Gareloi,Confirmed Eruption,1790,2
Semisopochnoi,Uncertain Eruption,1790,--
Kanaga,Discredited Eruption,1790,--
Tolbachik,Confirmed Eruption,1790,2
Kilauea,Confirmed Eruption,1790,0
Mono Lake Volcanic Field,Confirmed Eruption,1790,--
Taal,Confirmed Eruption,1790,2
Late,Confirmed Eruption,1790,2
Mahawu,Confirmed Eruption,1789 Dec 31,2
Klyuchevskoy,Confirmed Eruption,1789 Dec 1,2
"Fournaise, Piton de la",Confirmed Eruption,1789 Jun,2
Barren Island,Confirmed Eruption,1789 Mar 24,2
Tolbachik,Confirmed Eruption,1789,2
Avachinsky,Uncertain Eruption,1789,--
Izu-Oshima,Confirmed Eruption,1789,2
Klyuchevskoy,Confirmed Eruption,1788 Aug,2
Klyuchevskoy,Confirmed Eruption,1788 Feb,2
Tolbachik,Confirmed Eruption,1788,2
Mahawu,Confirmed Eruption,1788,--
Maipo,Uncertain Eruption,1788,--
San Miguel,Confirmed Eruption,1787 Sep 21,2
Klyuchevskoy,Confirmed Eruption,1787 Sep,2
"Misti, El",Confirmed Eruption,1787 Jul 28,1
"Fournaise, Piton de la",Confirmed Eruption,1787 Jun 14,2
Etna,Confirmed Eruption,1787 Jun 4,4
Barren Island,Confirmed Eruption,1787 May 12,2
Osorezan,Confirmed Eruption,1787,--
Bandaisan,Confirmed Eruption,1787,2
Villarrica,Confirmed Eruption,1787,2
Tutupaca,Confirmed Eruption,1787,2
Merapi,Confirmed Eruption,1786 Jul 17,1
"Fournaise, Piton de la",Confirmed Eruption,1786 Jun 5,2
Amukta,Confirmed Eruption,1786 Jun,3
Seguam,Confirmed Eruption,1786,--
Iliamna,Uncertain Eruption,1786,--
Shasta,Discredited Eruption,1786,--
Oshima-Oshima,Uncertain Eruption,1786,2
Asuncion,Discredited Eruption,1786,--
Vulcano,Uncertain Eruption,1786,3
Dieng Volcanic Complex,Confirmed Eruption,1786,2
Soputan,Confirmed Eruption,1785 Dec 31,2
Aira,Confirmed Eruption,1785 Nov 20,2
Klyuchevskoy,Confirmed Eruption,1785 Nov,2
Cayambe,Confirmed Eruption,1785 Feb,2
Fogo,Confirmed Eruption,1785 Jan 24,2
Almolonga,Discredited Eruption,1785,--
Kueishantao,Confirmed Eruption,1785,0
Kelut,Confirmed Eruption,1785,2
"Misti, El",Confirmed Eruption,1784 Jul 9,2
Sabancaya,Confirmed Eruption,1784 Jul,--
Wrangell,Uncertain Eruption,1784 Jul,2
Soufriere St. Vincent,Confirmed Eruption,1784 Mar,0
Hokkaido-Komagatake,Uncertain Eruption,1784 Feb 8,2
Hualalai,Confirmed Eruption,1784,0
Great Sitkin,Uncertain Eruption,1784,--
Vsevidof,Uncertain Eruption,1784,--
"Fournaise, Piton de la",Confirmed Eruption,1784,2
Ubinas,Confirmed Eruption,1784,2
Iwakisan,Uncertain Eruption,1783 Dec 3,2
Aira,Confirmed Eruption,1783 Sep 3,3
Vesuvius,Confirmed Eruption,1783 Aug 18,3
Izalco,Confirmed Eruption,1783 Jul,0
Asamayama,Confirmed Eruption,1783 May 9,4
Reykjanes,Confirmed Eruption,1783 May 1,3
Grimsvotn,Confirmed Eruption,1783 May,4
Kolbeinsey Ridge,Discredited Eruption,1783,--
Izu-Oshima,Confirmed Eruption,1783,2
Kurikomayama,Uncertain Eruption,1783,--
Kanaga,Confirmed Eruption,1783,--
Ararat,Uncertain Eruption,1783,--
Iwakisan,Confirmed Eruption,1782 Dec 1,2
Iwakisan,Uncertain Eruption,1782 Apr 12,2
Aira,Confirmed Eruption,1782 Jan 18,2
Hood,Confirmed Eruption,1781 Oct 15,--
Etna,Confirmed Eruption,1781 Mar,2
Lateiki,Confirmed Eruption,1781,2
Fonuafo'ou,Uncertain Eruption,1781,0
Asosan,Confirmed Eruption,1781,1
Gamalama,Uncertain Eruption,1781,--
Tungurahua,Uncertain Eruption,1781,2
Colima,Confirmed Eruption,1780 Nov 26,2
Aogashima,Confirmed Eruption,1780 Jul 27,3
Etna,Confirmed Eruption,1780 Apr 20,2
Vulcano,Confirmed Eruption,1780,2
Fonualei,Uncertain Eruption,1780,--
Guntur,Confirmed Eruption,1780,2
Salak,Confirmed Eruption,1780,2
Kita-Ioto,Confirmed Eruption,1780,0
Kolokol Group,Confirmed Eruption,1780,2
Akan,Confirmed Eruption,1780,1
Tutupaca,Uncertain Eruption,1780,2
Villarrica,Confirmed Eruption,1780,1
Aira,Confirmed Eruption,1779 Nov 8,4
Asamayama,Uncertain Eruption,1779 Sep,--
Avachinsky,Confirmed Eruption,1779 Jun 15,3
Moyorodake [Medvezhia],Confirmed Eruption,1778 Dec 31,2
